player_id,name,position,team,age,height,bats,throws,experience,games,at_bats,plate_appearances,singles,doubles,triples,homeruns,runs_batted_in,sac_fly,sac_hits,strikeouts,walks,ground_dbl_play,hit_by_pitch,int_walks,pitches_seen_ab,wpa,war,contact,gap,power,eye,avoid_k,infield_range,infield_error,infield_arm,turn_dp,outfield_range,outfield_error,outfield_arm,catcher_ability,catcher_arm,P,C,1B,2B,3B,SS,LF,CF,RF,speed,steal,run,sacBunt,bunthit,int_neutral,int_high,we_neutral,we_high,greed_neutral,greed_high,loyalty_neutral,loyalty_high,leader_neutral,leader_high,avg,obp,slg,ops,iso,babip
41961,Kevin Jorenby,3B,WAS,32,185,R,R,14,89,383,423,109,26,8,3,46,4,3,31,31,4,2,0,3.85,2.9647,5.0369,15,16,3,12,19,12,15,18,14,2,9,12,1,3,0,0,0,5,16,0,0,0,0,19,20,20,18,11,0,1,0,1,0,0,1,0,1,0,0.381,0.426,0.514,0.941,0.133,0.405
27541,Jake Stone,SS,NSH,29,188,R,R,10,127,428,466,77,20,2,5,34,2,2,43,22,19,12,3,3.44,-2.7948,0.0035,11,14,8,5,19,16,17,17,18,1,10,13,1,1,0,0,0,0,0,16,0,0,0,10,8,13,6,6,1,0,0,1,1,0,1,0,0,1,0.243,0.297,0.334,0.632,0.091,0.259
35191,Sergio Moya,C,CHC,32,175,L,R,16,98,301,329,31,18,0,4,33,3,0,116,24,15,1,5,4.33,-2.4433,-1.1137,7,11,6,11,7,1,7,8,2,1,2,8,12,16,0,15,0,0,0,0,0,0,0,1,1,3,5,1,1,0,1,0,1,0,1,0,1,0,0.176,0.237,0.276,0.513,0.100,0.266
42956,Seung-soo Kwun,SS,TOR,28,193,R,R,13,80,231,265,31,11,0,0,9,1,2,67,30,7,1,2,4.82,-1.8339,-0.539,9,12,4,14,10,17,20,18,20,1,8,12,1,1,0,0,0,20,20,19,0,0,0,14,4,9,16,1,1,0,0,0,0,1,0,1,1,0,0.182,0.278,0.229,0.507,0.048,0.255
20916,Glen Jordan,LF,ARI,29,187,R,R,11,67,81,87,13,8,1,2,8,0,0,15,6,7,0,0,3.49,-0.5629,0.4626,12,13,11,8,14,7,7,8,6,12,9,14,1,1,0,0,2,0,0,0,14,5,12,18,20,16,7,4,1,0,1,0,1,0,1,0,1,0,0.296,0.345,0.494,0.839,0.198,0.344
38779,Esteban Tobon,1B,HOU,27,197,S,R,11,73,244,276,28,19,0,10,36,1,0,73,27,4,4,2,4.17,0.6581,-0.195,13,17,14,11,11,1,3,6,3,1,2,4,1,1,0,0,3,0,0,0,0,0,0,1,4,5,6,1,1,0,1,0,1,0,1,0,1,0,0.234,0.319,0.434,0.753,0.201,0.290
40819,Jeff Bancroft,C,HOU,26,185,R,R,8,57,194,213,21,2,0,7,16,1,1,60,13,7,4,0,4.06,-1.6417,-0.7354,10,11,14,10,10,2,3,8,1,1,3,8,12,14,0,14,0,0,0,0,0,0,0,1,1,1,5,1,1,0,0,0,0,1,0,0,0,0,0.155,0.222,0.273,0.495,0.119,0.180
41185,Luis Mora,SS,CLE,30,180,S,R,15,156,541,592,91,32,0,8,52,2,1,140,44,20,4,1,4.13,-1.9413,1.9388,12,14,5,10,12,18,19,20,20,1,10,14,1,1,0,0,0,20,0,20,0,0,0,1,1,1,3,1,1,0,0,1,1,0,1,0,1,0,0.242,0.303,0.346,0.649,0.104,0.311
34544,Andy Taylor,LF,MIN,32,186,R,R,10,155,621,700,93,38,6,10,40,0,1,153,68,11,10,2,4.30,-0.2112,1.2319,12,13,8,13,14,14,11,4,13,17,16,8,1,1,0,0,0,0,0,0,19,15,4,19,19,13,3,2,1,0,0,1,0,1,0,0,1,0,0.237,0.322,0.366,0.687,0.129,0.299
41658,Jonathan Schlarmann,LF,PIT,23,183,L,L,5,10,27,30,6,3,0,0,4,0,0,5,3,1,0,0,4.44,-0.3128,0.1374,13,18,9,14,13,1,2,19,1,9,14,14,1,1,0,0,0,0,0,0,11,0,10,6,6,3,8,2,1,0,1,0,1,0,1,0,1,0,0.333,0.400,0.444,0.844,0.111,0.409
20389,Sean Inzunza,3B,LAA,33,186,S,R,15,127,472,554,55,19,0,36,80,3,0,142,64,12,15,6,4.98,-0.4313,3.7761,12,16,17,15,12,8,14,20,12,1,9,18,1,1,0,0,5,0,15,0,0,0,0,6,18,20,3,1,1,0,0,1,0,0,1,0,0,1,0.233,0.341,0.502,0.843,0.269,0.249
34137,Eric Schnicke,CF,BOS,24,184,L,L,6,152,582,633,89,24,2,17,52,3,3,139,40,7,5,1,3.87,-0.3275,1,12,14,8,9,15,11,8,13,1,19,14,16,1,1,0,0,0,0,0,0,8,20,1,20,10,2,8,9,0,1,1,0,1,0,0,1,1,0,0.227,0.281,0.363,0.643,0.136,0.268
35577,Johane Penha,LF,SF,32,187,R,R,16,135,303,359,34,11,3,18,41,0,1,99,54,4,1,1,5.10,0.4532,1.3464,9,14,16,15,11,8,9,6,9,9,16,12,1,1,0,0,15,0,0,0,11,0,10,15,5,2,5,5,1,0,1,0,0,1,1,0,1,0,0.218,0.338,0.452,0.790,0.234,0.258
40796,Cletus Stabb,C,CAR,26,190,R,R,8,69,215,232,34,14,0,5,24,4,1,45,10,14,2,0,3.49,-1.0993,0.5992,11,13,7,5,15,1,7,3,1,2,10,4,15,12,0,15,0,0,0,0,0,0,0,1,11,14,12,1,0,0,1,0,1,0,1,0,1,0,0.247,0.281,0.381,0.663,0.135,0.284
28002,Camden Troke,CF,NYY,24,187,L,L,8,54,164,188,27,10,0,5,19,0,0,48,23,2,1,0,4.73,-0.2491,0.4394,11,12,9,12,11,1,4,11,1,16,20,17,1,1,0,0,0,0,0,0,0,15,20,13,15,16,4,8,1,0,1,0,1,0,1,0,1,0,0.256,0.351,0.409,0.760,0.152,0.333
30473,Jake Greenberg,SS,ATL,25,188,S,R,4,48,115,118,19,9,0,4,15,1,0,21,2,3,0,0,3.34,0.142,0.4642,11,15,7,5,16,17,15,16,16,15,14,14,1,1,0,0,0,18,15,16,0,0,13,12,18,19,7,8,1,0,0,1,1,0,0,1,0,1,0.278,0.288,0.461,0.749,0.183,0.308
36473,Chris Frimpong,2B,CAR,25,186,R,R,7,133,381,419,81,18,1,3,33,3,3,52,30,13,2,1,3.69,-0.9693,0.829,14,10,4,8,18,13,20,17,16,9,11,13,1,1,0,0,0,17,14,12,0,0,0,8,2,10,10,1,1,0,0,1,0,1,1,0,0,0,0.270,0.325,0.346,0.671,0.076,0.304
38556,Gael Albutt,LF,PIT,24,193,L,L,8,134,489,532,71,20,1,15,46,2,1,97,35,8,5,1,3.93,-1.4888,0.5163,11,13,11,9,15,7,8,12,2,16,19,15,1,1,0,0,0,0,0,0,20,15,9,19,20,16,3,5,1,0,0,1,0,0,0,1,1,0,0.219,0.277,0.356,0.633,0.137,0.243
43659,Juan Esquivel,SS,CHC,27,186,R,R,11,34,75,87,13,3,0,1,10,0,1,23,9,3,2,0,4.39,-0.0374,0.0813,9,10,6,12,10,15,20,18,20,5,13,11,1,1,0,0,0,20,0,17,0,0,0,19,16,20,11,5,1,0,0,1,1,0,0,1,1,0,0.227,0.326,0.307,0.632,0.080,0.314
44005,Arturo Gamino,CF,TEX,28,184,R,R,3,160,629,692,99,24,7,40,97,4,2,108,52,19,5,1,3.76,1.1056,4.3729,14,13,12,8,16,7,4,8,4,19,12,11,1,1,0,0,4,0,0,0,12,18,8,18,12,11,18,15,1,0,1,0,1,0,1,0,0,1,0.270,0.329,0.521,0.850,0.251,0.268
39921,Dave White,2B,NYM,26,184,R,R,8,99,163,173,29,8,0,1,5,0,0,39,6,6,4,0,3.64,-0.8011,-0.0517,14,15,6,9,17,11,14,10,13,5,5,4,1,1,0,0,16,12,0,0,0,0,0,19,19,13,9,8,0,1,0,1,1,0,0,1,1,0,0.233,0.277,0.301,0.578,0.067,0.301
42507,Klaas de Groot,1B,STL,24,188,R,R,8,162,562,682,94,23,0,39,97,4,0,90,115,19,1,0,5.25,2.4681,5.8809,15,13,16,18,16,6,4,5,2,8,3,2,1,1,0,0,9,0,0,0,0,0,0,7,3,1,7,3,1,0,1,0,1,0,1,0,0,0,0.278,0.399,0.527,0.926,0.249,0.268
20866,Brad Sirleaf,LF,CHC,26,190,L,L,9,124,455,516,78,34,3,40,98,0,0,120,53,5,8,7,4.49,6.7655,7.4092,17,17,18,13,13,1,4,6,1,13,13,12,1,1,0,0,0,0,0,0,15,2,0,15,20,20,3,6,0,1,0,1,0,1,0,0,0,0,0.341,0.419,0.692,1.111,0.352,0.390
33828,Mike Lenior,LF,TEX,29,184,L,L,10,114,412,444,65,25,4,24,50,5,2,65,21,3,4,0,3.51,1.9941,2.6752,14,16,12,4,16,1,3,11,1,13,20,11,1,1,0,0,0,0,0,0,2,10,14,18,18,20,6,1,1,0,1,0,1,0,1,0,1,0,0.286,0.324,0.541,0.865,0.255,0.287
31518,Josh McCann,C,ARI,24,184,R,R,6,92,325,344,56,26,0,6,31,0,2,46,14,9,3,4,3.31,-0.09429999999999994,1.0106,13,15,9,6,19,3,6,8,2,1,3,8,14,12,0,12,0,0,0,0,0,0,0,6,3,1,7,2,1,0,1,0,1,0,1,0,0,1,0.271,0.307,0.406,0.713,0.135,0.300
37708,Jorge Castillo,1B,NSH,30,185,R,R,14,160,612,687,76,36,0,40,105,2,0,157,63,24,10,1,4.36,2.3438,3.4953,13,15,16,12,13,7,10,7,5,1,2,7,1,1,0,0,13,0,0,0,0,0,0,1,7,7,5,1,1,0,1,0,1,0,1,0,0,1,0.248,0.328,0.503,0.831,0.255,0.269
20228,Ronnie Stewart,1B,MIN,28,183,R,R,11,136,495,529,81,21,4,36,100,1,0,112,27,11,6,0,3.76,2.0269,3.31,10,12,16,8,14,3,14,13,17,1,7,6,1,1,0,0,10,2,0,0,0,0,0,14,19,16,7,1,0,1,1,0,0,0,1,0,1,0,0.287,0.331,0.564,0.894,0.277,0.305
27097,Josh DuBose,SS,MIL,25,191,L,R,7,158,635,716,92,30,1,29,72,4,4,201,71,5,2,9,4.39,2.3373,3.1598,15,14,13,13,10,16,20,20,20,10,15,16,1,0,0,0,0,0,0,18,0,0,0,18,19,20,14,12,0,1,1,0,0,0,0,1,0,1,0.239,0.316,0.427,0.743,0.187,0.301
27869,Luis R. Guzman,2B,SEA,36,188,R,R,18,122,235,288,31,6,0,18,43,4,0,57,48,4,1,3,4.84,1.1665,2.2496,10,8,15,12,12,14,18,17,17,6,9,13,1,1,0,0,0,18,17,14,0,0,0,8,12,14,11,1,0,1,1,0,1,0,0,1,1,0,0.234,0.361,0.489,0.850,0.255,0.226
36076,Jaheim Crues,3B,HOU,22,186,L,R,5,154,551,619,67,36,4,19,71,4,3,149,49,11,12,2,4.19,0.3128,1.3159,14,18,15,8,13,11,11,19,10,4,9,15,1,1,0,0,0,0,14,0,0,0,0,12,7,4,8,1,1,0,0,1,0,1,1,0,1,0,0.229,0.304,0.412,0.716,0.183,0.276
32861,Jaquan Prayor,CF,LVS,24,190,R,R,6,88,319,348,46,16,7,16,39,1,2,73,22,2,4,1,3.97,-0.3164,2.4162,12,16,13,11,14,3,3,2,3,15,16,8,1,1,0,0,0,0,0,0,0,12,0,18,19,20,7,1,1,0,0,1,0,1,1,0,1,0,0.266,0.321,0.511,0.832,0.245,0.299
19896,Jorge Bravo,3B,MIN,31,180,R,R,14,159,616,694,127,23,10,1,47,3,2,93,67,14,6,3,4.16,0.2027,1.3699,16,14,1,12,17,9,11,19,5,14,16,20,1,1,0,0,0,0,7,0,11,10,17,17,19,13,11,6,1,0,0,1,1,0,0,1,1,0,0.261,0.338,0.336,0.674,0.075,0.305
34910,Lu-fang Di,DH,SEA,29,188,L,L,13,159,625,710,122,45,3,14,65,1,5,91,72,8,7,5,4.20,3.3739,2.7098,17,16,10,12,17,1,6,3,2,1,13,5,1,1,0,0,4,0,0,0,0,0,0,18,20,20,7,2,0,1,0,1,0,1,0,1,1,0,0.294,0.373,0.443,0.816,0.149,0.326
43188,Alfredo Perdentino,CF,TOR,24,186,L,L,8,11,23,25,3,1,0,0,2,0,0,3,2,0,0,0,4.48,-0.2235,-0.3037,11,11,1,17,18,6,4,3,1,14,20,12,1,1,0,0,0,0,0,0,16,9,13,10,3,7,9,1,1,0,0,0,1,0,0,0,1,0,0.174,0.240,0.217,0.457,0.043,0.200
43509,Luis Vences,LF,LAD,32,193,L,L,11,126,465,541,47,31,2,42,84,6,3,137,58,8,9,0,4.81,4.1018,2.2638,10,13,16,12,13,1,1,4,1,9,11,11,1,1,0,0,0,0,0,0,10,1,7,10,12,11,5,1,1,0,1,0,1,0,0,1,1,0,0.262,0.351,0.609,0.960,0.346,0.274
33291,Mike Owens,2B,PIT,22,195,L,R,5,26,99,110,16,3,0,12,28,1,0,12,9,0,1,0,4.07,2.2529,1.8533,14,14,17,10,18,16,19,13,12,4,11,13,1,1,0,0,0,18,14,15,0,0,0,5,15,12,8,1,1,0,0,1,1,0,1,0,1,0,0.313,0.373,0.707,1.080,0.394,0.250
33286,Mike Flores,C,WAS,30,184,L,R,12,140,474,524,54,27,1,27,81,6,1,129,38,21,5,0,3.94,-0.641,2.3495,12,13,14,8,11,1,4,4,2,1,4,4,9,12,0,10,0,0,0,0,0,0,0,3,15,17,6,1,0,1,1,0,1,0,1,0,1,0,0.230,0.291,0.462,0.753,0.232,0.253
36787,Greg McEntire,2B,MIL,25,182,R,R,7,158,571,627,103,26,3,2,40,6,9,128,37,13,4,0,3.75,-2.8195,-1.0655,14,14,3,8,16,15,12,10,14,2,8,4,1,1,0,0,0,15,0,0,0,0,0,19,18,16,15,15,0,1,1,0,1,0,1,0,1,0,0.235,0.283,0.301,0.584,0.067,0.295
38282,Curt O'Brien,SS,SF,25,187,S,R,7,152,496,541,80,21,3,3,30,2,0,130,36,7,7,4,4.01,-3.4729,-0.716,10,10,3,9,13,18,16,12,17,1,11,9,1,2,0,0,0,1,0,17,0,0,0,16,16,20,4,4,1,0,0,0,1,0,1,0,1,0,0.216,0.277,0.288,0.566,0.073,0.285
35758,Mike Casey,LF,ARI,28,184,R,R,10,112,271,306,58,17,1,11,46,6,0,25,24,14,5,1,4.03,1.9652,1.6858,13,14,9,11,18,10,10,12,11,13,11,17,1,2,0,0,12,5,8,0,16,7,15,18,19,20,4,6,1,0,0,1,1,0,1,0,1,0,0.321,0.379,0.513,0.892,0.192,0.315
19423,Steve Putnam,RF,CIN,28,192,L,L,11,128,475,503,67,24,3,30,58,2,1,88,22,3,3,0,3.57,1.4014,2.4613,12,13,13,8,14,11,7,9,2,14,18,14,1,1,0,0,0,0,0,0,17,9,15,18,10,12,4,1,1,0,0,1,1,0,1,0,0,0,0.261,0.297,0.514,0.810,0.253,0.262
20234,Joel Ferrell,1B,ATL,29,185,R,R,11,123,472,552,61,16,2,30,70,7,1,130,64,15,8,3,4.52,0.7278,1.2978,11,11,16,13,14,3,7,15,4,1,8,10,1,1,0,0,7,0,1,0,0,0,0,11,7,13,8,8,1,0,1,0,1,0,1,0,1,0,0.231,0.328,0.464,0.792,0.233,0.248
1961,Hunter Taylor,C,PIT,38,185,R,R,18,145,454,522,54,11,2,11,43,1,0,164,61,8,6,1,4.89,-2.5908,-0.2746,10,9,12,14,10,1,4,6,2,1,2,5,7,14,0,10,0,0,0,0,0,0,0,4,6,9,12,1,1,0,0,0,1,0,1,0,0,1,0.172,0.278,0.278,0.555,0.106,0.239
20045,Josh Richmond,2B,HOU,29,175,R,R,12,63,203,248,19,10,0,11,31,0,0,75,40,2,5,2,5.10,0.6411,1.199,9,14,13,15,9,11,14,15,11,1,8,10,1,1,0,0,0,12,8,5,0,0,0,8,16,11,4,2,1,0,0,0,0,1,1,0,0,0,0.197,0.343,0.409,0.752,0.212,0.248
29002,Khamani Norful,2B,ATL,24,189,R,R,7,56,141,150,25,12,2,4,16,0,0,25,6,3,3,1,3.34,-0.0918,0.6408,15,16,11,7,16,9,18,12,17,4,14,7,1,2,0,0,11,13,0,0,1,0,0,11,14,15,3,1,1,0,1,0,1,0,1,0,0,1,0.305,0.347,0.504,0.850,0.199,0.348
35146,Gleyber Torres,SS,PHI,38,185,R,R,18,14,24,25,3,0,0,3,3,0,1,13,0,1,0,0,4.25,-0.2511,0.0224,11,8,13,11,10,13,17,19,20,2,6,6,1,1,0,0,0,0,18,14,0,0,0,15,18,15,15,6,1,0,0,1,0,1,1,0,1,0,0.250,0.250,0.625,0.875,0.375,0.375
29408,Shamar Laday,LF,TOR,32,187,R,R,11,146,535,611,74,39,3,15,53,5,2,134,66,15,3,4,4.38,0.0467,0.8281,12,17,12,13,14,1,2,11,2,12,17,13,1,1,0,0,0,0,0,0,15,3,13,15,17,20,4,1,1,0,1,0,0,1,1,0,1,0,0.245,0.328,0.413,0.741,0.168,0.297
36336,Sergio Bustamante,2B,LAA,27,187,R,R,12,98,376,396,74,14,5,3,21,1,1,64,15,11,3,0,3.33,-1.1994,0.4073,13,12,3,6,17,14,17,13,16,8,9,11,1,1,0,0,0,16,0,0,0,0,0,15,20,20,11,1,0,1,0,1,1,0,0,0,0,0,0.255,0.289,0.343,0.632,0.088,0.300
42197,Zion Ofori,RF,MIL,22,186,L,L,5,160,565,654,79,20,4,48,113,3,0,182,74,3,12,0,4.79,3.7845,5.8948,13,15,17,12,9,6,4,12,1,15,16,16,1,1,0,0,0,0,0,0,19,4,17,19,20,14,19,13,0,1,1,0,1,0,1,0,1,0,0.267,0.362,0.572,0.934,0.304,0.305
20727,Mike Cook,C,TEX,29,187,R,R,11,63,221,231,25,8,3,9,24,0,0,54,10,4,0,0,3.81,-1.023,-0.159,10,13,9,7,15,1,5,2,1,1,3,2,11,9,0,8,0,0,0,0,0,0,0,12,11,11,6,1,1,0,0,1,0,0,1,0,0,1,0.204,0.238,0.389,0.627,0.186,0.228
38636,Baden Koka,CF,CIN,24,191,R,R,8,136,458,521,84,16,2,18,51,1,5,94,52,8,5,0,4.45,0.1345,2.2766,13,10,10,14,16,15,14,12,13,17,20,19,1,1,0,0,0,0,0,0,17,17,19,16,8,11,16,1,1,0,1,0,1,0,1,0,1,0,0.262,0.343,0.424,0.767,0.162,0.294
42067,Ronnie Lampert,2B,BAL,23,184,R,R,5,11,24,25,2,0,0,1,2,0,0,4,1,1,0,0,3.33,-0.4475,-0.2282,11,16,6,7,10,10,16,9,15,3,12,5,1,1,0,0,0,13,0,0,0,0,0,2,9,12,6,1,1,0,0,0,0,1,0,0,0,0,0.125,0.160,0.250,0.410,0.125,0.105
20750,Mike Blanton,LF,VAN,29,192,L,R,9,112,444,512,67,28,0,25,60,1,7,117,55,15,5,0,4.61,1.3554,2.3901,15,15,16,12,14,1,2,12,2,8,20,14,1,1,0,0,0,0,0,0,11,0,10,1,11,19,5,1,1,0,0,1,1,0,1,0,0,0,0.270,0.356,0.502,0.859,0.232,0.314
36209,Luis Islas,SS,WAS,29,177,L,R,13,157,567,650,99,27,3,10,57,3,4,156,66,7,10,7,4.42,-0.6739,3.7105,11,13,8,12,13,19,19,16,20,10,17,9,1,1,0,0,0,9,8,20,0,0,0,12,20,17,17,1,1,0,0,1,1,0,1,0,1,0,0.245,0.333,0.356,0.689,0.111,0.319
39948,Steve Heckman,RF,TEX,25,191,R,R,8,7,22,24,6,0,0,0,3,0,0,1,2,1,0,0,4.05,-0.1267,0.0237,10,14,12,13,13,4,2,13,5,11,7,17,1,1,0,0,0,0,0,0,13,1,12,15,13,10,12,9,1,0,0,1,1,0,0,1,0,1,0.273,0.333,0.273,0.606,0.000,0.286
35749,Mitch Phair,CF,ATL,27,189,L,R,9,104,146,163,24,6,2,4,17,0,4,41,13,5,0,0,4.21,0.2598,0.2124,12,14,14,11,13,10,9,7,8,15,9,17,1,1,0,0,0,0,0,0,18,10,0,15,13,15,17,12,1,0,0,1,1,0,1,0,0,1,0.247,0.308,0.397,0.705,0.151,0.317
6386,Patrick Kelley,CF,CAR,32,185,S,R,14,160,595,663,95,34,4,6,57,3,4,145,57,11,4,2,4.16,-1.4668,1.338,11,12,6,12,13,8,11,8,15,17,19,18,1,1,0,0,0,0,0,0,0,16,0,16,20,20,15,10,0,1,0,1,1,0,0,1,0,1,0.234,0.303,0.334,0.638,0.101,0.298
21831,Jorge Ortega,CF,CHC,31,186,L,L,11,153,602,659,131,43,4,14,62,4,14,54,28,16,10,0,3.66,1.8823,3.6804,16,17,6,8,19,9,7,9,1,16,11,17,1,2,0,0,0,0,0,0,0,14,0,15,16,20,18,6,1,0,1,0,0,0,1,0,1,0,0.319,0.357,0.473,0.831,0.154,0.331
28828,Zach Zirkle,LF,SEA,27,185,L,L,9,123,437,478,92,18,8,4,33,0,2,29,28,9,11,0,3.70,0.1231,1.1598,16,14,4,9,20,5,5,6,1,15,14,10,1,1,0,0,0,0,0,0,18,12,0,17,11,8,11,1,0,1,0,1,1,0,0,1,0,1,0.279,0.338,0.384,0.723,0.105,0.292
40828,Mitchell DuBose,SS,SEA,26,190,S,R,8,160,613,733,103,37,3,20,82,5,6,119,90,9,19,3,4.84,3.0173,6.781,15,15,9,14,14,19,20,20,20,1,5,9,1,1,0,0,0,9,15,20,0,0,0,20,20,13,11,8,0,1,1,0,1,0,1,0,0,1,0.266,0.374,0.434,0.808,0.168,0.299
41048,Steve Michael,2B,HOU,24,184,R,R,6,45,138,157,17,7,2,5,21,0,0,44,17,4,2,2,4.46,-0.2168,0.2406,10,13,13,11,10,10,12,12,9,6,9,10,1,1,0,0,0,9,4,1,0,0,0,13,15,16,2,8,0,0,0,0,0,1,0,0,0,0,0.225,0.318,0.413,0.732,0.188,0.292
33009,Juan Elizarraraz,RF,MIL,30,187,S,R,12,154,555,623,69,29,0,47,119,3,0,132,59,16,6,0,4.42,2.5753,3.7032,12,13,16,11,12,1,2,8,2,3,10,16,1,1,0,0,0,0,0,0,2,0,1,1,3,2,5,1,1,0,1,0,1,0,1,0,1,0,0.261,0.337,0.568,0.905,0.306,0.259
34201,Liangde Tso,C,LVS,31,188,L,R,16,46,125,142,8,8,0,3,12,2,0,50,13,1,2,1,4.62,-1.2686,-0.4326,8,12,6,12,8,3,6,6,2,2,7,3,16,13,0,16,0,0,0,0,0,0,0,1,4,9,5,1,1,0,0,1,1,0,1,0,0,1,0.152,0.239,0.288,0.527,0.136,0.216
34574,Nate LeVan,3B,STL,30,184,R,R,12,25,75,80,10,4,0,4,9,1,0,20,3,2,1,0,3.89,0.1049,0.2163,11,15,11,9,14,12,13,17,7,1,9,14,1,1,0,0,0,1,14,5,0,0,0,7,12,7,5,8,0,1,1,0,1,0,1,0,1,0,0.240,0.275,0.453,0.728,0.213,0.269
39970,Jon Frederick,C,LAD,25,194,L,R,7,51,152,170,18,7,0,2,8,0,0,54,18,7,0,1,4.43,-0.6805,-0.2401,10,13,7,12,10,1,7,3,2,4,7,2,16,10,0,13,0,0,0,0,0,0,0,1,2,1,19,2,1,0,1,0,1,0,1,0,1,0,0.178,0.265,0.263,0.528,0.086,0.260
40954,Eddie Bethel,C,OAK,26,175,R,R,8,29,106,112,20,6,0,1,19,0,0,25,6,11,0,0,3.84,-1.1438,0.1621,11,12,7,8,15,1,6,4,1,1,1,4,9,13,0,10,0,0,0,0,0,0,0,4,16,20,6,3,1,0,1,0,1,0,1,0,1,0,0.255,0.295,0.340,0.634,0.085,0.325
33739,Michinao Hatano,1B,TOR,32,190,R,R,16,75,204,236,30,9,1,13,33,2,0,63,20,9,10,1,4.29,1.153,1.568,12,13,13,10,11,12,11,15,2,3,10,11,1,2,0,0,18,0,10,0,0,0,0,1,6,3,4,1,1,0,1,0,1,0,0,0,1,0,0.260,0.352,0.505,0.857,0.245,0.308
41903,Kinnon Bigalow,C,BAL,30,185,R,R,13,52,180,198,22,8,0,0,13,1,0,58,13,9,4,0,4.24,-2.6743,-0.5008,10,13,9,11,12,3,7,1,2,1,7,2,14,15,0,16,0,0,0,0,0,0,0,1,5,1,6,1,1,0,0,0,1,0,0,0,0,0,0.167,0.237,0.211,0.448,0.044,0.244
21730,Chris Holstien,RF,TEX,28,190,L,L,11,156,592,678,81,41,5,51,151,15,0,143,52,9,18,2,4.27,4.5571,7.7677,15,16,18,10,12,3,4,4,1,14,15,13,1,1,0,0,0,0,0,0,17,8,7,11,11,12,7,8,1,0,0,1,1,0,1,0,1,0,0.301,0.366,0.645,1.012,0.345,0.308
26704,Pete Ellis,1B,MIA,28,190,L,L,11,162,634,745,84,34,1,38,91,1,1,162,100,14,7,5,5.02,4.3995,4.2382,12,13,17,16,12,11,11,11,3,7,11,13,1,1,0,0,17,0,0,0,0,0,4,2,1,2,15,1,1,0,0,1,0,0,0,1,1,0,0.248,0.356,0.484,0.840,0.237,0.274
37988,Steve Held,1B,WAS,27,184,R,R,10,123,105,115,21,5,0,4,18,0,0,22,7,2,3,0,3.62,-0.1336,0.6105,13,13,13,5,16,11,11,9,16,4,10,2,1,1,0,0,16,11,0,0,0,0,0,14,8,3,5,1,1,0,1,0,0,1,1,0,1,0,0.286,0.348,0.448,0.795,0.162,0.329
39289,Yu-wei Au-Yong,2B,CIN,27,187,L,R,12,134,481,519,59,27,2,24,59,3,0,126,33,2,2,0,3.90,1.389,0.949,10,12,11,8,11,13,15,9,17,16,13,16,1,1,0,0,17,16,1,11,9,14,18,18,20,13,8,1,1,0,0,1,1,0,0,1,0,0,0.233,0.283,0.447,0.730,0.214,0.263
40591,Brad Fournier,SS,NYM,26,190,R,R,8,112,338,374,45,19,1,10,40,3,0,87,30,9,3,7,4.04,0.1259,0.1118,11,13,10,11,13,16,15,15,15,1,8,13,1,1,0,0,0,18,0,15,0,0,0,12,20,15,6,3,0,0,1,0,0,1,0,0,0,0,0.222,0.289,0.373,0.662,0.151,0.266
43744,Fabião Bonilha,3B,WAS,22,178,R,R,6,47,189,196,34,15,3,5,18,1,2,50,3,6,1,0,3.32,0.2796,1.1029,15,15,6,4,17,13,14,18,8,10,13,14,1,1,0,0,0,0,15,0,0,0,0,20,20,16,17,7,0,1,0,1,1,0,1,0,1,0,0.302,0.314,0.492,0.806,0.190,0.385
1879,Ed Watson,C,ARI,34,184,R,R,13,11,33,34,4,4,1,3,7,0,0,6,1,0,0,0,4.06,0.3987,0.6304,10,15,11,13,10,1,4,7,2,1,7,7,11,12,0,12,0,0,0,0,0,0,0,1,1,1,7,1,1,0,1,0,1,0,0,1,0,1,0.364,0.382,0.818,1.201,0.455,0.375
30514,Mike Del Viscio,LF,LAA,30,185,R,R,12,160,619,689,92,29,8,33,96,5,9,140,45,13,10,1,3.99,3.5844,3.4637,12,16,12,9,12,9,10,7,9,15,18,17,1,1,0,0,0,0,0,0,19,13,11,15,19,17,19,9,1,0,0,1,0,0,0,1,0,1,0.262,0.320,0.494,0.814,0.233,0.286
40990,Sergio Lara,SS,STL,33,184,R,R,17,99,322,354,39,17,0,6,23,1,0,92,26,13,5,2,3.98,-2.0358,-0.1533,10,14,10,9,13,18,16,17,12,6,9,10,1,1,0,0,0,0,14,16,0,0,0,5,9,8,8,1,1,0,1,0,1,0,1,0,0,1,0.193,0.263,0.301,0.564,0.109,0.249
41917,D.J. Ward,LF,HOU,35,184,R,R,14,76,224,271,28,6,1,12,31,3,1,49,39,5,3,3,4.92,1.2044,0.3898,11,14,10,16,15,6,9,8,9,12,13,10,1,1,0,0,0,1,0,0,14,3,10,5,17,20,8,2,1,0,0,0,1,0,0,0,0,0,0.210,0.331,0.406,0.737,0.196,0.211
42095,Ernesto Cerda,RF,DET,30,191,R,L,14,154,575,677,85,14,2,44,113,2,1,132,92,10,7,5,4.73,1.437,4.9301,12,10,16,15,12,8,7,6,1,16,16,17,1,1,0,0,0,0,0,0,0,11,18,15,18,20,13,8,1,0,0,1,0,1,1,0,0,1,0.252,0.361,0.513,0.874,0.261,0.252
